id,shares,source,sedol,name,as_of_date,currency,country,adr,adr_price,adr_turnover,turnover_usd,exchange,ratio,price_usd
1928 JP Equity,154700.0,ETF,6793906,Sekisui House Ltd,2025-09-25,JPY,JAPAN,SKHSY US Equity,22.825,1469361.073846154,62761261.58730159,XTKS,0.02341191105284359,22.52854
1929 HK Equity,523600.0,ETF,B4R39F7,Chow Tai Fook Jewellery Group,2025-09-25,HKD,HONG KONG,CJEWY US Equity,21.0,8406.373396226414,27098001.363636363,XHKG,0.00031022115924413465,1.98281
196170 KS Equity,10457.0,ETF,BSTJWN0,Alteogen Inc,2025-09-25,KRW,SOUTH KOREA,,,,123077428.93939394,XKOS,,322.90803
1988 HK Equity,13500.0,ETF,B57JY24,China Minsheng Banking Corp Lt,2025-09-25,HKD,CHINA,CMAKY US Equity,4.82,4678.772459016393,28488931.651515152,XHKG,0.00016423123605505783,0.52044
1997 HK Equity,476200.0,ETF,BF0GWS4,Wharf Real Estate Investment C,2025-09-25,HKD,HONG KONG,WHREY US Equity,,60.552499999999995,15401488.530303031,XHKG,3.931600499579023e-06,2.80651
1CO GR Equity,50741.0,ETF,BRBLFV6,Covestro AG,2025-09-25,EUR,GERMANY,,,,12740560.626865672,XETR,,67.6918
2 HK Equity,415000.0,ETF,6097017,CLP Holdings Ltd,2025-09-25,HKD,HONG KONG,CLPHY US Equity,8.195,475751.5184615385,31061798.78787879,XHKG,0.015316290009810715,8.30131
2002 TT Equity,2985305.0,ETF,6190950,China Steel Corp,2025-09-25,TWD,TAIWAN,,,,16121145.268656716,XTAI,,0.64549
2015 HK Equity,304876.0,ETF,BMW5M00,Li Auto Inc,2025-09-25,HKD,CHINA,LI US Equity,24.805,141012454.30769232,245854243.93939394,XHKG,0.5735611964561149,13.10734
2018 HK Equity,220500.0,ETF,B85LKS1,AAC Technologies Holdings Inc,2025-09-25,HKD,CHINA,AACAY US Equity,5.818,23990.00876923077,43894620.15151515,XHKG,0.0005465364248835558,5.96512
2020 HK Equity,330600.0,ETF,B1YVKN8,ANTA Sports Products Ltd,2025-09-25,HKD,CHINA,ANPDY US Equity,296.86,217153.2278461539,124290053.93939394,XHKG,0.0017471488744549239,11.93153
2057 HK Equity,97345.0,ETF,BMZ1C83,ZTO Express Cayman Inc,2025-09-25,HKD,CHINA,ZTO US Equity,19.555,36378463.384615384,52697066.666666664,XHKG,0.6903318474010328,18.77434
2059 TT Equity,14000.0,ETF,B01H720,King Slide Works Co Ltd,2025-09-25,TWD,TAIWAN,,,,81561100.4477612,XTAI,,104.13245
207940 KS Equity,4769.0,ETF,BYNJCV6,Samsung Biologics Co Ltd,2025-09-25,KRW,SOUTH KOREA,,,,51074122.57575758,XKRX,,725.30111
2105 TT Equity,413000.0,ETF,6190228,Cheng Shin Rubber Industry Co,2025-09-25,TWD,TAIWAN,,,,6035016.7164179105,XTAI,,1.25813
2202 HK Equity,477100.0,ETF,BN320P8,China Vanke Co Ltd,2025-09-25,HKD,CHINA,CHVKY US Equity,0.2717,1916.393076923077,27716449.651515152,XHKG,6.914280512180661e-05,0.69135
2207 TT Equity,78000.0,ETF,6417165,Hotai Motor Co Ltd,2025-09-25,TWD,TAIWAN,,,,4783203.910447761,XTAI,,19.57821
2267 JP Equity,69600.0,ETF,6985112,Yakult Honsha Co Ltd,2025-09-25,JPY,JAPAN,YKLTY US Equity,8.74,21831.84969230769,33560641.58730159,XTKS,0.0006505194376429398,16.32067
2268 HK Equity,76000.0,ETF,BQHNQ38,WuXi XDC Cayman Inc,2025-09-25,HKD,CHINA,,,,51085346.06060606,XHKG,,9.86263
2269 HK Equity,910500.0,ETF,BL6B9P1,Wuxi Biologics Cayman Inc,2025-09-25,HKD,CHINA,WXXWY US Equity,10.346,334563.17307692306,219751656.5151515,XHKG,0.0015224603007889294,5.14013
2269 JP Equity,53300.0,ETF,B60DQV3,MEIJI Holdings Co Ltd,2025-09-25,JPY,JAPAN,MEJHY US Equity,11.215,13900.110461538461,26362717.46031746,XTKS,0.000527263946991111,20.87978
2299955D CN Equity,5990.0,ETF,BR52TP7,Constellation Software Inc/Can,2025-09-25,CAD,CANADA,,,,,,,
2301 TT Equity,518000.0,ETF,6519481,Lite-On Technology Corp,2025-09-25,TWD,TAIWAN,,,,130980887.31343284,XTAI,,5.65009
2303 TT Equity,2906000.0,ETF,6916628,United Microelectronics Corp,2025-09-25,TWD,TAIWAN,UMC US Equity,7.615,45587789.692307696,53819776.56716418,XTAI,0.847045316797564,1.45523
2308 TT Equity,484000.0,ETF,6260734,Delta Electronics Inc,2025-09-25,TWD,TAIWAN,,,,306514798.2089552,XTAI,,29.03883
2313 HK Equity,211500.0,ETF,B0MP1B0,Shenzhou International Group H,2025-09-25,HKD,CHINA,SHZHY US Equity,7.67,35076.81446153846,41910270.90909091,XHKG,0.0008369503155354174,7.76803
2317 TT Equity,3143000.0,ETF,6438564,Hon Hai Precision Industry Co,2025-09-25,TWD,TAIWAN,,,,387499220.3030303,XTAI,,7.55535
2318 HK Equity,1686000.0,ETF,B01FLR7,Ping An Insurance Group Co of,2025-09-25,HKD,CHINA,PNGAY US Equity,13.72,1542983.7384615385,353427604.54545456,XHKG,0.004365770298123655,6.7143
2319 HK Equity,833000.0,ETF,B01B1L9,China Mengniu Dairy Co Ltd,2025-09-25,HKD,CHINA,CIADY US Equity,19.055,78975.9836923077,52024254.84848485,XHKG,0.0015180608337844897,1.8376
2324 TT Equity,1142000.0,ETF,6225744,Compal Electronics Inc,2025-09-25,TWD,TAIWAN,,,,31753036.14925373,XTAI,,1.19572
2327 TT Equity,470344.0,ETF,6984380,Yageo Corp,2025-09-25,TWD,TAIWAN,,,,100881717.0,XTAI,,5.56797
2328 HK Equity,1854000.0,ETF,6706250,PICC Property & Casualty Co Lt,2025-09-25,HKD,CHINA,PPCCY US Equity,55.0,97147.73307692308,56421168.484848484,XHKG,0.001721831285770188,2.21411
2330 TT Equity,6198000.0,ETF,6889106,Taiwan Semiconductor Manufactu,2025-09-25,TWD,TAIWAN,TSM US Equity,275.6,2791786846.1538463,1280198304.477612,XTAI,2.1807456207286897,43.36115
2331 HK Equity,647000.0,ETF,B01JCK9,Li Ning Co Ltd,2025-09-25,HKD,CHINA,LNNGY US Equity,55.24,366934.87753846153,57211838.03030303,XHKG,0.006413618058278594,2.21283
2333 HK Equity,725000.0,ETF,6718255,Great Wall Motor Co Ltd,2025-09-25,HKD,CHINA,GWLLY US Equity,22.0,185227.98353846153,50329056.81818182,XHKG,0.003680338858874587,2.11259
2338 HK Equity,649000.0,ETF,6743956,Weichai Power Co Ltd,2025-09-25,HKD,CHINA,,,,20252012.90909091,XHKG,,1.77849
2345 TT Equity,127000.0,ETF,6005214,Accton Technology Corp,2025-09-25,TWD,TAIWAN,,,,152614258.9552239,XTAI,,32.06097
2347 TT Equity,325000.0,ETF,6868439,Synnex Technology Internationa,2025-09-25,TWD,TAIWAN,,,,12191341.80597015,XTAI,,2.06951
2353 TT Equity,829000.0,ETF,6005850,Acer Inc,2025-09-25,TWD,TAIWAN,,,,17571809.223880596,XTAI,,1.04297
2356 TT Equity,706000.0,ETF,6459930,Inventec Corp,2025-09-25,TWD,TAIWAN,,,,23019829.552238807,XTAI,,1.5472
2357 HK Equity,898000.0,ETF,6707899,AviChina Industry & Technology,2025-09-25,HKD,CHINA,,,,25929473.333333332,XHKG,,0.51915
2357 TT Equity,166000.0,ETF,6051046,Asustek Computer Inc,2025-09-25,TWD,TAIWAN,,,,87859980.29850747,XTAI,,22.66605
2359 HK Equity,44912.0,ETF,BGHH0L6,WuXi AppTec Co Ltd,2025-09-25,HKD,CHINA,WUXAY US Equity,13.89,223411.08723076922,117545438.93939394,XHKG,0.0019006359519058776,14.30242
2367 HK Equity,65200.0,ETF,BNNJRV4,Giant Biogene Holding Co ltd,2025-09-25,HKD,CHINA,,,,88720091.06060606,XHKG,,6.90063
2376 TT Equity,134000.0,ETF,6129181,Gigabyte Technology Co Ltd,2025-09-25,TWD,TAIWAN,,,,40534931.79104478,XTAI,,9.62486
2377 TT Equity,208000.0,ETF,6133450,Micro-Star International Co Lt,2025-09-25,TWD,TAIWAN,,,,19428809.656716418,XTAI,,3.87622
2379 TT Equity,124000.0,ETF,6051422,Realtek Semiconductor Corp,2025-09-25,TWD,TAIWAN,,,,41270122.3880597,XTAI,,17.73865
2380 HK Equity,1783000.0,ETF,B02ZKQ8,China Power International Deve,2025-09-25,HKD,HONG KONG,CPWIY US Equity,,,12875808.575757576,XHKG,,0.4125
2382 HK Equity,184800.0,ETF,B1YBT08,Sunny Optical Technology Group,2025-09-25,HKD,CHINA,SOTGY US Equity,109.48,17485.79430769231,107522340.75757575,XHKG,0.00016262475486016897,11.15409
2382 TT Equity,711000.0,ETF,6141011,Quanta Computer Inc,2025-09-25,TWD,TAIWAN,,,,181108461.49253732,XTAI,,9.36207
2383 TT Equity,70690.0,ETF,6316121,Elite Material Co Ltd,2025-09-25,TWD,TAIWAN,,,,170618931.79104477,XTAI,,41.22594
2388 HK Equity,870500.0,ETF,6536112,BOC Hong Kong Holdings Ltd,2025-09-25,HKD,HONG KONG,BHKLY US Equity,94.635,502229.0653846154,83274171.51515152,XHKG,0.006031030465349464,4.66467
2395 TT Equity,131312.0,ETF,6202673,Advantech Co Ltd,2025-09-25,TWD,TAIWAN,,,,23758170.686567165,XTAI,,10.54464
2409 TT Equity,1790400.0,ETF,6288190,AUO Corp,2025-09-25,TWD,TAIWAN,AUOTY US Equity,4.818,474764.10138461547,16915783.268656716,XTAI,0.02806633862851073,0.46318
241 HK Equity,1660000.0,ETF,BRXVS60,Alibaba Health Information Tec,2025-09-25,HKD,HONG KONG,ALBBY US Equity,19.44,8063.150588235294,111862733.33333333,XHKG,7.208075779990441e-05,0.83656
2412 TT Equity,912140.0,ETF,6287841,Chunghwa Telecom Co Ltd,2025-09-25,TWD,TAIWAN,CHT US Equity,43.795,5628777.138461539,41330979.40298507,XTAI,0.13618784794765856,4.38539
2413 JP Equity,119400.0,ETF,B02K2M3,M3 Inc,2025-09-25,JPY,JAPAN,MTHRY US Equity,8.042,708616.4719999998,52695277.777777776,XTKS,0.013447437832822883,15.82671
241560 KS Equity,15668.0,ETF,BYX9GP8,Doosan Bobcat Inc,2025-09-25,KRW,SOUTH KOREA,,,,11165761.818181818,XKRX,,38.96187
2423 HK Equity,499827.0,ETF,BN7SX97,KE Holdings Inc,2025-09-25,HKD,CHINA,BEKE US Equity,20.045,105919696.61538461,52348451.666666664,XHKG,2.023358728732562,6.53439
2454 TT Equity,385000.0,ETF,6372480,MediaTek Inc,2025-09-25,TWD,TAIWAN,,,,307165880.5970149,XTAI,,44.18238
2474 TT Equity,155000.0,ETF,6186669,Catcher Technology Co Ltd,2025-09-25,TWD,TAIWAN,,,,17051858.343283582,XTAI,,6.14283
247540 KS Equity,11962.0,ETF,BJ321P7,Ecopro BM Co Ltd,2025-09-25,KRW,SOUTH KOREA,,,,44074364.39393939,XKOS,,85.44643
2502 JP Equity,346900.0,ETF,6054409,Asahi Group Holdings Ltd,2025-09-25,JPY,JAPAN,ASBHY US Equity,,,62992093.96825397,XTKS,,12.01522
2503 JP Equity,204900.0,ETF,6493745,Kirin Holdings Co Ltd,2025-09-25,JPY,JAPAN,KNBWY US Equity,14.9,638578.3384615384,45449203.65079365,XTKS,0.014050374641721304,14.61184
2587 JP Equity,41700.0,ETF,BBD7Q84,Suntory Beverage & Food Ltd,2025-09-25,JPY,JAPAN,STBFY US Equity,15.613,733470.843076923,27047445.968253966,XTKS,0.027117933572648963,31.41312
2588 HK Equity,70100.0,ETF,BYZJV17,BOC Aviation Ltd,2025-09-25,HKD,SINGAPORE,,,,7817978.984848484,XHKG,,8.87315
259960 KS Equity,7411.0,ETF,BMBP900,Krafton Inc,2025-09-25,KRW,SOUTH KOREA,,,,26310096.515151516,XKRX,,212.55155
2600 HK Equity,1232000.0,ETF,6425395,Aluminum Corp of China Ltd,2025-09-25,HKD,CHINA,,,,46750682.42424242,XHKG,,0.95349
2601 HK Equity,678200.0,ETF,B2Q5H56,China Pacific Insurance Group,2025-09-25,HKD,CHINA,,,,93532097.12121212,XHKG,,3.84739
2603 TT Equity,302000.0,ETF,6324500,Evergreen Marine Corp Taiwan L,2025-09-25,TWD,TAIWAN,,,,67112515.2238806,XTAI,,5.91288
2609 TT Equity,525000.0,ETF,6987583,Yang Ming Marine Transport Cor,2025-09-25,TWD,TAIWAN,,,,37997347.46268657,XTAI,,1.80671
2610 TT Equity,831000.0,ETF,6189657,China Airlines Ltd,2025-09-25,TWD,TAIWAN,,,,15333860.358208954,XTAI,,0.68491
2611 HK Equity,472712.0,ETF,BD4GT29,Guotai Haitong Securities Co L,2025-09-25,HKD,CHINA,GJJSY US Equity,,,63291905.90909091,XHKG,,1.96096
2615 TT Equity,234600.0,ETF,6932334,Wan Hai Lines Ltd,2025-09-25,TWD,TAIWAN,,,,23888654.89552239,XTAI,,2.50312
2618 HK Equity,410600.0,ETF,BNMBPD9,JD Logistics Inc,2025-09-25,HKD,CHINA,JDLGY US Equity,,,27948277.257575758,XHKG,,1.68339
2618 TT Equity,729000.0,ETF,6186023,Eva Airways Corp,2025-09-25,TWD,TAIWAN,,,,34369236.71641791,XTAI,,1.26306
2628 HK Equity,1833000.0,ETF,6718976,China Life Insurance Co Ltd,2025-09-25,HKD,CHINA,,,,248413248.1818182,XHKG,,2.73198
2633 TT Equity,250000.0,ETF,B04BGQ6,Taiwan High Speed Rail Corp,2025-09-25,TWD,TAIWAN,,,,2194046.447761194,XTAI,,0.92142
267 HK Equity,1019000.0,ETF,6196152,CITIC Ltd,2025-09-25,HKD,CHINA,CTPCY US Equity,7.0564,1675.9076666666667,40637635.45454545,XHKG,4.1240284970350335e-05,1.43024
267250 KS Equity,11574.0,ETF,BD4HFT1,HD Hyundai Co Ltd,2025-09-25,KRW,SOUTH KOREA,,,,22938445.560606062,XKRX,,107.87257
267260 KS Equity,5907.0,ETF,BD4HFR9,HD Hyundai Electric Co Ltd,2025-09-25,KRW,SOUTH KOREA,,,,69219226.51515152,XKRX,,416.58684
268 HK Equity,832000.0,ETF,6327587,Kingdee International Software,2025-09-25,HKD,CHINA,KGDEY US Equity,209.56,1447.3692592592593,86518315.9090909,XHKG,1.6729050306296786e-05,2.23596
2688 HK Equity,193400.0,ETF,6333937,ENN Energy Holdings Ltd,2025-09-25,HKD,CHINA,XNGSY US Equity,32.4301,232025.50215384617,27880126.515151516,XHKG,0.008322254277711093,8.19209
27 HK Equity,575000.0,ETF,6465874,Galaxy Entertainment Group Ltd,2025-09-25,HKD,HONG KONG,GXYYY US Equity,28.0799,683509.6138461538,65036351.96969697,XHKG,0.01050965487985286,5.34831
270 HK Equity,1022000.0,ETF,6913168,Guangdong Investment Ltd,2025-09-25,HKD,HONG KONG,GGDVY US Equity,46.25,7805.597500000002,10398751.257575758,XHKG,0.000750628350140929,0.91366
271560 KS Equity,7240.0,ETF,BDVLJ72,Orion Corp/Republic of Korea,2025-09-25,KRW,SOUTH KOREA,,,,9720100.166666666,XKRX,,74.30433
272210 KS Equity,18940.0,ETF,BJN3H96,Hanwha Systems Co Ltd,2025-09-25,KRW,SOUTH KOREA,,,,57717683.333333336,XKRX,,42.22643
2799 HK Equity,2481000.0,ETF,BYNK383,China CITIC Financial Asset Ma,2025-09-25,HKD,CHINA,,,,24495244.575757574,XHKG,,0.12593
2801 JP Equity,168300.0,ETF,6490809,Kikkoman Corp,2025-09-25,JPY,JAPAN,KIKOY US Equity,17.85,1724.950357142857,25213482.063492063,XTKS,6.841380943731306e-05,8.62426
2801 TT Equity,1682159.0,ETF,6187855,Chang Hwa Commercial Bank Ltd,2025-09-25,TWD,TAIWAN,,,,14575422.47761194,XTAI,,0.64549
2802 JP Equity,234000.0,ETF,6010906,Ajinomoto Co Inc,2025-09-25,JPY,JAPAN,AJINY US Equity,28.86,620675.3000000002,64878406.34920635,XTKS,0.009566747010696153,28.03551
2834 TT Equity,1842800.0,ETF,6098816,Taiwan Business Bank,2025-09-25,TWD,TAIWAN,,,,9724575.641791046,XTAI,,0.51245
285 HK Equity,215500.0,ETF,B29SHS5,BYD Electronic International C,2025-09-25,HKD,CHINA,BYDIY US Equity,268.87,26349.738923076922,138540774.54545453,XHKG,0.00019019482899189152,5.33546
288 HK Equity,1928000.0,ETF,BLLHKZ1,WH Group Ltd,2025-09-25,HKD,HONG KONG,WHGLY US Equity,22.005,1012496.2046153846,25423792.12121212,XHKG,0.03982475154721774,1.07943
2880 TT Equity,2256722.0,ETF,6411877,Hua Nan Financial Holdings Co,2025-09-25,TWD,TAIWAN,,,,15492305.567164179,XTAI,,0.9592
2881 TT Equity,2108640.0,ETF,6411673,Fubon Financial Holding Co Ltd,2025-09-25,TWD,TAIWAN,,,,55988581.04477612,XTAI,,2.82504
2882 TT Equity,2478264.0,ETF,6425663,Cathay Financial Holding Co Lt,2025-09-25,TWD,TAIWAN,,,,47022702.686567165,XTAI,,2.1582
2883 HK Equity,670000.0,ETF,6560995,China Oilfield Services Ltd,2025-09-25,HKD,CHINA,,,,8689875.151515152,XHKG,,0.85712
2883 TT Equity,4115750.0,ETF,6431756,KGI Financial Holding Co Ltd,2025-09-25,TWD,TAIWAN,,,,21162114.179104477,XTAI,,0.48946
2884 TT Equity,3632244.0,ETF,6433912,E.Sun Financial Holding Co Ltd,2025-09-25,TWD,TAIWAN,,,,33900900.0,XTAI,,1.08567
2885 TT Equity,2660715.0,ETF,6424110,Yuanta Financial Holding Co Lt,2025-09-25,TWD,TAIWAN,,,,27384654.94029851,XTAI,,1.13659
2886 TT Equity,3000973.0,ETF,6444066,Mega Financial Holding Co Ltd,2025-09-25,TWD,TAIWAN,,,,29495682.52238806,XTAI,,1.37803
2887 TT Equity,5038433.0,ETF,6451680,TS Financial Holding Co Ltd,2025-09-25,TWD,TAIWAN,,,,58704560.74626866,XTAI,,0.58143
2890 TT Equity,2875589.0,ETF,6525875,SinoPac Financial Holdings Co,2025-09-25,TWD,TAIWAN,,,,25761688.208955225,XTAI,,0.80481
2891 TT Equity,4284142.0,ETF,6527666,CTBC Financial Holding Co Ltd,2025-09-25,TWD,TAIWAN,,,,58405207.1641791,XTAI,,1.3961
2892 TT Equity,2807761.0,ETF,6580119,First Financial Holding Co Ltd,2025-09-25,TWD,TAIWAN,,,,19265636.492537312,XTAI,,0.97234
2897 JP Equity,51000.0,ETF,6641760,Nissin Foods Holdings Co Ltd,2025-09-25,JPY,JAPAN,NSNFY US Equity,,,34889890.31746032,XTKS,,19.19765
2899 HK Equity,1434000.0,ETF,6725299,Zijin Mining Group Co Ltd,2025-09-25,HKD,CHINA,ZIJMY US Equity,85.765,905051.92,190253260.0,XHKG,0.004757090207021946,4.00416
291 HK Equity,438500.0,ETF,6972459,China Resources Beer Holdings,2025-09-25,HKD,HONG KONG,CRHKY US Equity,6.89,200956.3576923077,45856703.333333336,XHKG,0.004382267871101674,3.38992
2912 TT Equity,103000.0,ETF,6704986,President Chain Store Corp,2025-09-25,TWD,TAIWAN,,,,9909024.447761195,XTAI,,8.14664
2914 JP Equity,296900.0,ETF,6474535,Japan Tobacco Inc,2025-09-25,JPY,JAPAN,JAPAY US Equity,16.295,1598232.1892307692,120451557.61904761,XTKS,0.013268671828101231,32.22081
298040 KS Equity,1420.0,ETF,BD83175,Hyosung Heavy Industries Corp,2025-09-25,KRW,SOUTH KOREA,,,,65895414.84848485,XKRX,,960.20783
3 HK Equity,2611040.0,ETF,6436557,Hong Kong & China Gas Co Ltd,2025-09-25,HKD,HONG KONG,HOKCY US Equity,0.8032,5660.413538461539,18249287.863636363,XHKG,0.00031017174920784234,0.86997
300 HK Equity,57500.0,ETF,BQB7ZL7,Midea Group Co Ltd,2025-09-25,HKD,CHINA,MGCLY US Equity,10.635,1855925.2731666665,44656350.75757576,XHKG,0.041560164269621086,10.47945
300015 CH Equity,133800.0,ETF,B4W4ZY6,Aier Eye Hospital Group Co Ltd,2025-09-25,CNY,CHINA,,,,170356385.6716418,XSHE,,1.73653
300033 CH Equity,10900.0,ETF,B4ZW310,Hithink RoyalFlush Information,2025-09-25,CNY,CHINA,,,,649844144.7761194,XSHE,,51.4373
300059 CH Equity,274360.0,ETF,B62Q4K5,East Money Information Co Ltd,2025-09-25,CNY,CHINA,,,,2058362523.880597,XSHE,,3.70993
300122 CH Equity,57450.0,ETF,B3PNJB8,Chongqing Zhifei Biological Pr,2025-09-25,CNY,CHINA,,,,132278352.98507462,XSHE,,2.94748
300124 CH Equity,25300.0,ETF,B3QDJB7,Shenzhen Inovance Technology C,2025-09-25,CNY,CHINA,,,,409536483.58208954,XSHE,,12.04081
300274 CH Equity,33880.0,ETF,B40J509,Sungrow Power Supply Co Ltd,2025-09-25,CNY,CHINA,,,,1088621114.925373,XSHE,,22.40256
3003 JP Equity,124800.0,ETF,6805317,Hulic Co Ltd,2025-09-25,JPY,JAPAN,,,,23387229.682539683,XTKS,,10.8404
300308 CH Equity,19600.0,ETF,B7GJP71,Zhongji Innolight Co Ltd,2025-09-25,CNY,CHINA,,,,1877400305.9701493,XSHE,,60.91186
300433 CH Equity,172600.0,ETF,BW9LDQ4,Lens Technology Co Ltd,2025-09-25,CNY,CHINA,,,,380247114.1791045,XSHE,,4.71205
300442 CH Equity,31800.0,ETF,BWTV9V1,Range Intelligent Computing Te,2025-09-25,CNY,CHINA,,,,237097885.07462686,XSHE,,7.83753
300476 CH Equity,14000.0,ETF,BYL7706,Victory Giant Technology Huizh,2025-09-25,CNY,CHINA,,,,1600431668.6567163,XSHE,,41.96275
300498 CH Equity,221416.0,ETF,BYV2RX4,Wens Foodstuff Group Co Ltd,2025-09-25,CNY,CHINA,,,,139736096.86567163,XSHE,,2.62512
300502 CH Equity,21140.0,ETF,BYXXXJ3,Eoptolink Technology Inc Ltd,2025-09-25,CNY,CHINA,,,,1840952571.641791,XSHE,,52.69871
300750 CH Equity,78500.0,ETF,BF7L9J2,Contemporary Amperex Technolog,2025-09-25,CNY,CHINA,,,,1313720662.686567,XSHE,,55.06034
300760 CH Equity,29900.0,ETF,BGHD9P1,Shenzhen Mindray Bio-Medical E,2025-09-25,CNY,CHINA,,,,263804466.11940297,XSHE,,34.33825
3008 TT Equity,28000.0,ETF,6451668,Largan Precision Co Ltd,2025-09-25,TWD,TAIWAN,,,,39876430.29850746,XTAI,,77.19598
300999 CH Equity,49969.0,ETF,BJLL673,Yihai Kerry Arawana Holdings C,2025-09-25,CNY,CHINA,,,,48640547.1641791,XSHE,,4.40791
3017 TT Equity,79000.0,ETF,6544892,Asia Vital Components Co Ltd,2025-09-25,TWD,TAIWAN,,,,236792343.2835821,XTAI,,31.53538
3034 TT Equity,161000.0,ETF,6346333,Novatek Microelectronics Corp,2025-09-25,TWD,TAIWAN,,,,43776577.34328358,XTAI,,14.47014
3037 TT Equity,282000.0,ETF,6137720,Unimicron Technology Corp,2025-09-25,TWD,TAIWAN,,,,171427731.64179105,XTAI,,5.15735
3038 JP Equity,45000.0,ETF,B14RJB7,Kobe Bussan Co Ltd,2025-09-25,JPY,JAPAN,KOBCY US Equity,,,32727845.714285713,XTKS,,27.50818
3045 TT Equity,358000.0,ETF,6290496,Taiwan Mobile Co Ltd,2025-09-25,TWD,TAIWAN,,,,33964341.8358209,XTAI,,3.48203
3064 JP Equity,75300.0,ETF,B1GHR88,MonotaRO Co Ltd,2025-09-25,JPY,JAPAN,MONOY US Equity,14.535,1711242.467692308,25404532.698412698,XTKS,0.06735973017127089,14.83212
3088 JP Equity,83200.0,ETF,B249GC0,MatsukiyoCocokara & Co,2025-09-25,JPY,JAPAN,MSTKY US Equity,,,31457725.555555556,XTKS,,20.63948
3092 JP Equity,119200.0,ETF,B292RC1,ZOZO Inc,2025-09-25,JPY,JAPAN,SRTTY US Equity,9.3483,26336.455538461538,26156797.14285714,XTKS,0.0010068685166086345,9.39523
316 HK Equity,40000.0,ETF,6659116,Orient Overseas International,2025-09-25,HKD,HONG KONG,OROVY US Equity,81.35,24261.29904761905,18902773.40909091,XHKG,0.0012834782771056793,16.39702
316140 KS Equity,155237.0,ETF,BGHWH98,Woori Financial Group Inc,2025-09-25,KRW,SOUTH KOREA,WF US Equity,56.81,3311499.1692307694,33708394.39393939,XKRX,0.09823959962406756,18.98415
322 HK Equity,502000.0,ETF,6903556,Tingyi Cayman Islands Holding,2025-09-25,HKD,CHINA,TYCMY US Equity,26.2,430401.2218461539,16393997.984848484,XHKG,0.026253585137922763,1.32744
3231 TT Equity,750000.0,ETF,6672481,Wistron Corp,2025-09-25,TWD,TAIWAN,,,,147947485.97014925,XTAI,,4.12259
323410 KS Equity,42100.0,ETF,BNXKTM2,KakaoBank Corp,2025-09-25,KRW,SOUTH KOREA,,,,22728436.136363637,XKRX,,17.13896
326030 KS Equity,8921.0,ETF,BLF9YV7,SK Biopharmaceuticals Co Ltd,2025-09-25,KRW,SOUTH KOREA,,,,17948318.348484848,XKRX,,74.65918
329180 KS Equity,5270.0,ETF,BMDHSH4,HD Hyundai Heavy Industries Co,2025-09-25,KRW,SOUTH KOREA,,,,79266635.60606061,XKRX,,358.39243
3293 TT Equity,67000.0,ETF,6744807,International Games System Co,2025-09-25,TWD,TAIWAN,,,,41421872.985074624,ROCO,,26.34518
3311 HK Equity,428000.0,ETF,B0BM5T8,China State Construction Inter,2025-09-25,HKD,HONG KONG,,,,10061402.181818182,XHKG,,1.25419
3323 HK Equity,1060000.0,ETF,B0Y91C1,China National Building Materi,2025-09-25,HKD,CHINA,CBUMY US Equity,30.41,3592.0545999999995,22311893.742424242,XHKG,0.00016099281582584814,0.69135
3328 HK Equity,2208000.0,ETF,B0B8Z29,Bank of Communications Co Ltd,2025-09-25,HKD,CHINA,BCMXY US Equity,20.594,1196.1582978723404,21717753.03030303,XHKG,5.507744268955112e-05,0.83913
3360 HK Equity,462000.0,ETF,B63DLB5,Far East Horizon Ltd,2025-09-25,HKD,HONG KONG,FEHZY US Equity,,,9707251.893939395,XHKG,,0.87768
3382 JP Equity,523500.0,ETF,B0FS5D6,Seven & i Holdings Co Ltd,2025-09-25,JPY,JAPAN,SVNDY US Equity,13.48,2585600.113846154,127568807.3015873,XTKS,0.02026827849643133,13.43702
3402 JP Equity,362000.0,ETF,6897143,Toray Industries Inc,2025-09-25,JPY,JAPAN,TRYIY US Equity,12.958,246078.9493846154,33021211.26984127,XTKS,0.007452147874701457,6.44016
3407 JP Equity,298700.0,ETF,6054603,Asahi Kasei Corp,2025-09-25,JPY,JAPAN,AHKSY US Equity,15.93,180037.38892307694,33914774.92063492,XTKS,0.005308523773027784,8.02683
3443 TT Equity,24000.0,ETF,B056381,Global Unichip Corp,2025-09-25,TWD,TAIWAN,,,,96446840.4477612,XTAI,,43.03265
3481 TT Equity,2247798.0,ETF,B0CC0M5,Innolux Corp,2025-09-25,TWD,TAIWAN,,,,27450621.746268656,XTAI,,0.48617
352820 KS Equity,4578.0,ETF,BNGCJ25,HYBE Co Ltd,2025-09-25,KRW,SOUTH KOREA,,,,48753681.96969697,XKRX,,192.68029
3529 TT Equity,18000.0,ETF,B2PXYH2,eMemory Technology Inc,2025-09-25,TWD,TAIWAN,,,,57817547.91044776,ROCO,,71.94008
3533 TT Equity,26000.0,ETF,B1GJFG8,Lotes Co Ltd,2025-09-25,TWD,TAIWAN,,,,41355786.41791045,XTAI,,51.24499
358 HK Equity,375000.0,ETF,6000305,Jiangxi Copper Co Ltd,2025-09-25,HKD,CHINA,,,,54674725.75757576,XHKG,,3.43361
3606 HK Equity,202800.0,ETF,BWGCFG4,Fuyao Glass Industry Group Co,2025-09-25,HKD,CHINA,FYGGY US Equity,2.3,996.671111111111,24262114.227272727,XHKG,4.10793182232555e-05,9.97186
